Student_ID,Age,City,Study_Hours_Per_Day,Attendance_Percentage,Previous_Score,Final_Score,Sh_normalize,fs_normalize,Performance_Level,pass/fail
46,12,Delhi,2.940497736194508,100.0,68,86,0.034191834141796607,2515.220436650174,High,pass
47,26,Delhi,6.0986855383851815,100.0,74,72,0.0847039658109053,850.0192324021066,High,pass
48,14,Bangalore,5.37224674285411,88.45042974523952,42,64,0.08394135535709547,762.4370577260419,Midium,pass
49,28,Ahmedabad,6.869175578706335,65.87004963906008,87,85,0.08081383033772159,1051.800163966791,High,pass
50,16,Bangalore,5.432096692252575,89.49695250700994,49,39,0.13928453057057885,280.0023795911618,low,fail
51,14,Pune,4.762314525016037,88.40830624683394,90,63,0.0755922940478736,833.418284145488,Midium,pass
52,25,Pune,1.2025607587106937,70.39211219460091,68,38,0.03164633575554457,1200.7709294856434,low,fail
53,11,Pune,3.257868522945752,86.03109895427838,30,44,0.07404246643058526,594.2535698922179,Midium,pass
54,30,Pune,2.489017757612941,83.91028406384241,32,90,0.02765575286236601,3254.2957860486285,High,pass
55,21,Pune,2.329922325343127,96.95100588313298,91,51,0.04568475147731622,1116.346228244734,Midium,pass
56,25,Mumbai,7.797579160643342,98.10561905205864,92,51,0.15289370903222238,333.565065056089,Midium,pass
57,30,Delhi,3.448232935000703,62.71824058632267,54,68,0.0507093078676574,1340.976693617439,Midium,pass
58,16,Pune,7.190349163828349,82.47675687758827,85,40,0.17975872909570872,222.52048732889543,low,pass
59,30,Ahmedabad,5.233539694979472,97.55159494285418,62,87,0.06015562867792496,1446.2487037713563,High,pass
60,28,Ahmedabad,6.461084776562363,90.18817551480528,67,77,0.08391019190340732,917.6477642744288,High,pass
61,10,Ahmedabad,4.269778198288941,90.1870611201341,35,57,0.07490838944366564,760.9294556101287,Midium,pass
62,27,Ahmedabad,4.826779134697693,99.52161789713672,87,89,0.054233473423569586,1641.052921410729,High,pass
63,22,Mumbai,4.19388270364148,69.77606562488577,73,50,0.0838776540728296,596.1063235815562,Midium,pass
64,14,Ahmedabad,1.9643224084853337,64.23412484402579,74,42,0.04676958115441271,898.0195880167146,Midium,pass
65,19,Pune,5.91839086446129,98.54515669237894,61,38,0.1557471280121392,243.98523738452639,low,fail
66,15,Bangalore,2.6057927183064185,61.59067863249731,74,38,0.06857349258701101,554.149986626142,low,fail
67,22,Ahmedabad,0.6823697482359038,95.1465348764078,90,90,0.007581886091510042,11870.397274997204,High,pass
68,10,Mumbai,5.341042219303759,100.0,76,59,0.0905261393102332,651.7454566112327,Midium,pass
69,21,Mumbai,1.8283300955528672,94.52845067255274,50,61,0.029972624517260116,2035.1904773928748,Midium,pass
70,24,Ahmedabad,7.553439382646857,83.29019557239131,65,66,0.11444605125222511,576.6909323463163,Midium,pass
71,11,Bangalore,7.654464327519405,98.5972931065412,48,84,0.09112457532761196,921.8149955487022,High,pass
72,25,Ahmedabad,7.361482926653364,87.49517342949099,49,95,0.07748929396477226,1225.9758108415383,High,pass
73,15,Mumbai,3.276190251915833,92.7370073589561,86,85,0.038543414728421564,2205.3053835243554,High,pass
74,11,Delhi,0.6159246239665057,100.0,47,53,0.01162121932012275,4560.62298972602,Midium,pass
75,10,Pune,7.462389219407941,83.16615826804646,76,55,0.1356798039892353,405.3661516518969,Midium,pass
76,13,Mumbai,3.7113811123798577,100.0,78,39,0.09516361826615019,409.8204829804411,low,fail
77,29,Ahmedabad,4.5400604004102405,100.0,43,76,0.05973763684750316,1272.2297702202552,High,pass
78,17,Pune,7.727149828169396,71.74746808735779,44,95,0.08133841924388838,1167.959752391403,High,pass
79,11,Ahmedabad,6.897570916005201,64.16167805250993,60,56,0.12317090921437858,454.65281012525594,Midium,pass
80,29,Ahmedabad,2.708366690521893,66.0466800826456,30,55,0.049243030736761687,1116.909320508994,Midium,pass
81,25,Delhi,3.38823296451444,61.093309539092985,83,35,0.096806656128984,361.5453874717709,low,fail
82,30,Pune,6.883525036376427,90.1870611201341,32,39,0.17650064195836992,220.9623691295054,low,fail
83,19,Pune,2.8769150386720823,100.0,45,46,0.06254163127548006,735.5100764382311,Midium,pass
84,10,Delhi,1.7711956001456937,64.27131890761373,86,80,0.02213994500182117,3613.3784430548235,High,pass
85,17,Mumbai,4.676009468437626,79.13853781762568,41,68,0.06876484512408274,988.8773817100495,Midium,pass
86,11,Ahmedabad,7.521160806205858,100.0,45,83,0.09061639525549225,915.9490373235673,High,pass
87,21,Bangalore,5.720223475062298,61.39631614414955,53,79,0.07240789208939617,1091.0412901188324,High,pass
88,23,Ahmedabad,4.775458775670237,100.0,57,61,0.078286209437217,779.1921519577471,Midium,pass
89,22,Ahmedabad,1.228823703280764,76.911286486404,37,60,0.020480395054679402,2929.6309880649046,Midium,pass
90,15,Mumbai,4.5400604004102405,67.08988965729938,65,81,0.05605012840012642,1445.1349588668793,High,pass
91,21,Ahmedabad,7.925403875781974,100.0,37,90,0.08806004306424416,1022.0299339887962,High,pass
92,30,Delhi,1.5506301142739305,90.1870611201341,87,97,0.01598587746674155,6067.855843497329,High,pass
93,30,Delhi,4.387472392728025,100.0,89,82,0.053505760886927135,1532.545255702265,High,pass
94,15,Pune,7.080298039459666,100.0,79,95,0.07452945304694385,1274.6638559142837,High,pass
95,28,Bangalore,6.055764633156533,100.0,57,60,0.10092941055260889,594.4748876614645,Midium,pass
96,23,Ahmedabad,5.72761805746451,76.9220743542784,70,70,0.08182311510663585,855.503972303824,Midium,pass
97,20,Ahmedabad,5.76863062990332,70.64637262678337,93,35,0.1648180179972377,212.35542342577247,low,fail
98,25,Mumbai,3.196183634148164,100.0,56,42,0.07609961033686105,551.908213643718,Midium,pass
99,22,Delhi,2.7019388319837003,100.0,92,86,0.0314178933951593,2737.29364723258,High,pass
100,28,Bangalore,6.570208666088853,100.0,46,81,0.08111368723566485,998.598421061361,High,pass
101,30,Pune,6.575850460093855,84.75706061468559,62,90,0.07306500511215396,1231.7798358030773,High,pass
102,30,Delhi,7.003042389350778,82.32108514756699,58,48,0.14589671644480787,328.9998649020878,Midium,pass
103,30,Pune,7.3493041441735345,100.0,42,62,0.11853716361570217,523.0427159620942,Midium,pass
104,20,Mumbai,4.335067991457033,80.44821241518108,75,36,0.12041855531825092,298.95724877994576,low,fail
105,16,Mumbai,4.261372210153997,100.0,64,60,0.07102287016923328,844.7983002803464,Midium,pass
106,22,Ahmedabad,6.487213842250814,100.0,35,48,0.13515028838022528,355.16017446414264,Midium,pass
107,20,Bangalore,5.374729480833238,85.7396416425011,76,93,0.057792790116486435,1609.1972685961405,High,pass
108,10,Pune,5.764751579432775,100.0,54,90,0.06405279532703083,1405.09090259827,High,pass
109,30,Delhi,6.468445020770758,100.0,39,41,0.15776695172611604,259.876986602214,Midium,pass
110,14,Mumbai,4.5400604004102405,66.18743213015595,85,37,0.12270433514622271,301.53783854423983,low,fail
111,16,Ahmedabad,3.034963676386518,100.0,59,57,0.053244976778710845,1070.5235206861907,Midium,pass
112,30,Ahmedabad,3.31687214479958,90.31514234687144,34,52,0.0637860027846073,815.2258760529908,Midium,pass
113,10,Pune,1.2048645488065175,100.0,62,72,0.016734229844534966,4302.558329179016,High,pass
114,19,Mumbai,4.837101057471305,79.20297606183671,94,49,0.09871634811165927,496.37168450128945,Midium,pass
115,15,Bangalore,4.5400604004102405,100.0,47,98,0.04632714694296164,2115.3903589327097,High,pass
116,30,Mumbai,3.9919851359934513,83.35210072404979,78,62,0.06438685703215244,962.9294371216081,Midium,pass
117,18,Pune,4.569834760306825,60.650259088817904,40,73,0.06260047616858665,1166.1253151398855,High,pass
118,26,Pune,2.649059390962133,100.0,55,91,0.02911054275782564,3126.0152295008975,High,pass
119,24,Mumbai,4.931249454267581,65.47720060716802,92,51,0.09669116576995257,527.4525298550966,Midium,pass
120,15,Pune,0.7287518745428707,79.15881825542489,88,78,0.009342972750549624,8348.520549352073,High,pass
62,27,Ahmedabad,4.826779134697693,99.52161789713672,87,89,0.054233473423569586,1641.052921410729,High,pass
95,28,Bangalore,6.055764633156533,100.0,57,60,0.10092941055260889,594.4748876614645,Midium,pass
44,30,Mumbai,5.841344160106519,90.1870611201341,68,85,0.06872169600125316,1236.8728501469172,High,pass
37,23,Bangalore,5.476263268310419,96.70324477406112,74,48,0.11408881808980038,420.724842308549,Midium,pass
94,15,Pune,7.080298039459666,100.0,79,95,0.07452945304694385,1274.6638559142837,High,pass
